Gender,Age,Height,Weight,Current_Activity_Level,Exercise_Frequency,Experience_Level,Goals,Perceived_Barriers,Exercise_Types,Equipment_Availability,Preferred_Workout_Location,Preferred_Time,Exercise_Duration
Male,23,6,175,Good,Everyday,Intermediate,I want to be fit,I don't have enough time,Gym;Team sport,Full gym access,Gym,Evening,120
Male,21,5.6,170,Average,1 to 2 times a week,Beginner,I want to increase muscle mass and strength;I want to lose weight;I want to be flexible,I don't have enough time,I don't really exercise,No equipment,Home,Early morning,60
Male,24,6.1,165,Perfect,5 to 6 times a week,Advanced,I want to be fit;I want to lose weight,I exercise regularly with no barriers,Walking or jogging,No equipment,Outdoors,Early morning,60
Male,21,6.3,200,Average,Never,Beginner,I want to be fit,I don't have enough time;I can't stay motivated,I don't really exercise,No equipment,Home,Early morning,120
Male,25,6.9,220,Good,2 to 3 times a week,Intermediate,I want to be fit;I want to increase muscle mass and strength,I can't stay motivated;I have an injury,Walking or jogging;Gym;Lifting weights;Team sport,Full gym access,Gym,Evening,60
Male,20,6.1,170,Perfect,Everyday,Advanced,I want to be fit,I exercise regularly with no barriers,Walking or jogging,No equipment,Outdoors,Early morning,30
Male,23,6.2,200,Average,Never,Beginner,I want to be fit;I want to be flexible;I want to relieve stress,I don't have enough time,Walking or jogging;I don't really exercise,No equipment,Outdoors,Evening,0
Male,22,6,180,Average,Never,Beginner,I want to be fit,I don't have enough time,I don't really exercise,No equipment,Home,Evening,60
Male,25,5.8,140,Perfect,3 to 4 times a week,Advanced,I want to be fit;I want to increase muscle mass and strength,I exercise regularly with no barriers,Gym,Full gym access,Gym,Evening,120
Male,21,6,160,Perfect,Everyday,Advanced,I want to be fit,I exercise regularly with no barriers,Team sport,Full gym access,Gym,Evening,30
Male,28,6,210,Average,2 to 3 times a week,Intermediate,I want to be fit;I want to increase muscle mass and strength;I want to lose weight;I want to relieve stress;I want to achieve a sporting goal,I don't have enough time;I'll become too tired,Gym;Team sport,Full gym access,Gym,Evening,60
Male,25,6.5,220,Average,1 to 2 times a week,Beginner,I want to be fit;I want to lose weight;I want to be flexible,I can't stay motivated,Walking or jogging;Gym;Swimming,Full gym access,Gym,Early morning,120
Male,17,5.5,145,Very good,3 to 4 times a week,Intermediate,I want to be fit;I want to lose weight;I want to be flexible;I want to relieve stress,I can't stay motivated;I exercise regularly with no barriers,Swimming;Team sport,Full gym access,Gym,Early morning,180
Male,16,6.2,195,Average,Never,Beginner,I want to be fit;I want to lose weight;I want to be flexible;I want to relieve stress,I don't have enough time,Walking or jogging,No equipment,Outdoors,Early morning,30
Male,16,6.1,215,Average,1 to 2 times a week,Intermediate,I want to be fit;I want to relieve stress,I don't have enough time;I can't stay motivated,Walking or jogging;Gym,Full gym access,Gym,Evening,120
Male,16,5.7,170,Average,Never,Beginner,I want to be fit;I want to increase muscle mass and strength;I want to be flexible;I want to relieve stress;I want to achieve a sporting goal,I don't have enough time;I'll become too tired;I have an injury,Swimming;Yoga,Full gym access,Gym,Early morning,60
Male,18,6.8,205,Very good,5 to 6 times a week,Advanced,I want to be fit;I want to increase muscle mass and strength,I exercise regularly with no barriers,Team sport,Full gym access,Gym,Evening,60
Male,18,5.6,155,Good,2 to 3 times a week,Intermediate,I want to be fit;I want to increase muscle mass and strength,I don't have enough time;I can't stay motivated;I'll become too tired,Gym,Full gym access,Gym,Evening,120
Male,49,6.1,190,Good,2 to 3 times a week,Intermediate,I want to be fit;I want to increase muscle mass and strength;I want to achieve a sporting goal,I don't have enough time,Team sport,Full gym access,Gym,Evening,60
Male,45,5.9,160,Average,2 to 3 times a week,Beginner,I want to be fit;I want to relieve stress,I don't have enough time;I can't stay motivated;I'll become too tired,Walking or jogging,No equipment,Outdoors,Early morning,30
Male,42,5.3,175,Unfit,Never,Beginner,I want to lose weight,I don't really enjoy exercising,I don't really exercise,No equipment,Home,Evening,0
Male,15,6.2,165,Average,2 to 3 times a week,Intermediate,I want to lose weight,I can't stay motivated;I have an injury,Walking or jogging;Swimming,Full gym access,Gym,Evening,30
Male,22,5.7,160,Good,2 to 3 times a week,Intermediate,I want to lose weight,I don't have enough time,Walking or jogging,No equipment,Outdoors,Early morning,30
Male,46,5.8,185,Average,1 to 2 times a week,Intermediate,I want to lose weight;I want to relieve stress,I don't have enough time;I can't stay motivated,Walking or jogging;Gym;Lifting weights,Full gym access,Gym,Early morning,60
Male,16,5.7,160,Very good,3 to 4 times a week,Advanced,I want to be fit;I want to look young and think young,I exercise regularly with no barriers,Walking or jogging;Yoga,Yoga mat,Outdoors,Evening,60
Male,18,6.2,180,Good,5 to 6 times a week,Advanced,I want to be fit;I want to increase muscle mass and strength;I want to achieve a sporting goal,I don't have enough time,Walking or jogging;Team sport,Full gym access,Gym,Early morning,60
Male,17,5.6,160,Average,2 to 3 times a week,Beginner,I want to be flexible,I don't have enough time,Walking or jogging,No equipment,Outdoors,Evening,60
Male,16,5.9,175,Average,5 to 6 times a week,Intermediate,I want to be fit;I want to increase muscle mass and strength;I want to lose weight,I don't have enough time,Walking or jogging;Team sport,Full gym access,Gym,Early morning,30
Male,17,5.4,145,Good,2 to 3 times a week,Intermediate,I want to be fit;I want to increase muscle mass and strength,I don't have enough time,Walking or jogging;Gym;Lifting weights,Full gym access,Gym,Afternoon,120
Male,16,6,175,Good,2 to 3 times a week,Intermediate,I want to be fit;I want to be flexible;I want to relieve stress,I don't have enough time,Walking or jogging,No equipment,Outdoors,Early morning,30
Male,22,5.9,145,Very good,3 to 4 times a week,Advanced,I want to be fit,I exercise regularly with no barriers,Team sport,Full gym access,Gym,Evening,0
Male,24,6.3,220,Average,Never,Beginner,I want to be fit;I want to lose weight;I want to be flexible;I want to relieve stress,I don't have enough time,I don't really exercise,No equipment,Home,Early morning,0
Male,25,6,210,Average,2 to 3 times a week,Intermediate,I want to be fit;I want to be flexible;I want to relieve stress,I don't have enough time;I'll become too tired,Gym,Full gym access,Gym,Early morning,30
Male,15,6,195,Average,2 to 3 times a week,Intermediate,I want to be fit;I want to be flexible;I want to relieve stress,I don't have enough time;I'll become too tired,Gym,Full gym access,Gym,Early morning,30
Male,47,5.9,160,Good,3 to 4 times a week,Intermediate,I want to lose weight;I want to be flexible,I don't have enough time,Gym,Full gym access,Gym,Early morning,30
Male,20,6.3,185,Very good,3 to 4 times a week,Intermediate,I want to be flexible,I exercise regularly with no barriers,Walking or jogging,No equipment,Outdoors,Early morning,60
Male,21,5.3,170,Unfit,Never,Beginner,I want to relieve stress,I can't stay motivated,I don't really exercise,No equipment,Home,Early morning,0
Male,22,5.6,190,Unfit,Never,Beginner,I'm sorry ... I'm not really interested in exercising,I don't have enough time,I don't really exercise,No equipment,Home,Early morning,0
Male,21,5.7,145,Very good,5 to 6 times a week,Advanced,I want to be fit,I can't stay motivated,Yoga,Yoga mat,Home,Early morning,30
Male,22,6,160,Very good,Everyday,Advanced,I want to be fit,I exercise regularly with no barriers,Walking or jogging,No equipment,Outdoors,Early morning,60
Male,43,5.5,155,Very good,Everyday,Intermediate,I want to be fit,I exercise regularly with no barriers,Walking or jogging,No equipment,Outdoors,Early morning,60
Male,16,6.1,180,Very good,3 to 4 times a week,Advanced,I want to achieve a sporting goal,I exercise regularly with no barriers,Team sport,Full gym access,Gym,Early morning,120
Male,18,6.1,210,Average,Never,Beginner,I want to be fit;I want to increase muscle mass and strength,I don't have enough time;I can't stay motivated;I'll become too tired;I don't really enjoy exercising,Walking or jogging;Swimming;Team sport,Full gym access,Gym,Early morning,0
Male,25,6,190,Good,2 to 3 times a week,Intermediate,I want to be fit;I want to be flexible;I want to achieve a sporting goal,I don't have enough time;I can't stay motivated;I don't really enjoy exercising,Walking or jogging;Team sport,Full gym access,Gym,Evening,60
Male,42,5.7,160,Good,5 to 6 times a week,Advanced,I want to be fit;I want to be flexible;I want to relieve stress,I don't have enough time;I don't really enjoy exercising,Walking or jogging;Team sport,Full gym access,Gym,Early morning,60
Male,25,6,165,Very good,3 to 4 times a week,Intermediate,I want to be fit,I exercise regularly with no barriers,Walking or jogging,No equipment,Outdoors,Early morning,60
Male,17,5.8,200,Unfit,Never,Beginner,I'm sorry ... I'm not really interested in exercising,I don't have enough time,I don't really exercise,No equipment,Home,Early morning,0
Male,15,5.7,140,Very good,Everyday,Intermediate,I want to be flexible,I exercise regularly with no barriers,Walking or jogging,No equipment,Outdoors,Early morning,30
Male,25,5.9,200,Unfit,Never,Beginner,I want to be flexible,I don't have enough time,I don't really exercise,No equipment,Home,Early morning,30
Male,17,5.9,170,Good,Everyday,Intermediate,I want to be flexible,I exercise regularly with no barriers,Team sport,Full gym access,Gym,Early morning,60
Male,25,5.7,155,Average,1 to 2 times a week,Beginner,I want to be fit;I want to relieve stress,I don't have enough time;I'll become too tired,Walking or jogging,No equipment,Outdoors,Early morning,30
Male,19,6.1,200,Average,1 to 2 times a week,Beginner,I want to be fit;I want to increase muscle mass and strength;I want to relieve stress;I want to achieve a sporting goal,I don't have enough time;I can't stay motivated,I don't really exercise,No equipment,Home,Early morning,0
Male,21,6.8,220,Good,3 to 4 times a week,Intermediate,I want to be fit;I want to lose weight,I can't stay motivated;I'll become too tired,Walking or jogging;Team sport,Full gym access,Gym,Early morning,0
Male,15,5.9,205,Unfit,1 to 2 times a week,Beginner,I want to be fit;I want to relieve stress,I don't have enough time;I can't stay motivated;I'll become too tired,Walking or jogging;Gym,Full gym access,Gym,Evening,30
Male,28,5.9,175,Average,1 to 2 times a week,Beginner,I want to be fit;I want to lose weight;I want to be flexible,I'll become too tired;I have an injury;I don't really enjoy exercising,Walking or jogging;Yoga,Yoga mat,Outdoors,Evening,120
Male,48,5.9,155,Very good,5 to 6 times a week,Advanced,I want to be fit;I want to relieve stress,I exercise regularly with no barriers,Gym,Full gym access,Gym,Early morning,120
Male,43,5.6,150,Good,3 to 4 times a week,Intermediate,I want to be fit,I don't have enough time,Walking or jogging;Swimming,Full gym access,Gym,Early morning,30
Male,20,6,185,Good,3 to 4 times a week,Beginner,I want to relieve stress,I don't really enjoy exercising,Walking or jogging,No equipment,Outdoors,Evening,30
